,Author,Title,State,District,DateBan,Country,Description
2512,"Wright, Bil",Putting Makeup on the Fat Boy,Texas,North East Independent School District,2021-12-01,USA,Banned in Libraries
2513,"Wyeth, Sharon Dennis",Always my Dad,Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
2514,"Wyeth, Sharon Dennis",Orphea Proud,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
2515,"Yang, Gene Luen",American Born Chinese,Mississippi,Madison County Schools,2022-04-01,USA,Banned in Libraries
2516,"Yang, Kelly",Front Desk (Front Desk Series),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
2517,"Yang, Kelly",Front Desk (Front Desk Series),Tennessee,Hamilton County Schools,2021-10-01,USA,Banned Pending Investigation
2518,"Yang, Kelly",Parachutes,Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
2519,"Yep, Laurence",Dragonwings,Tennessee,Blount County Schools,2022-02-01,USA,Banned in Classrooms
2520,Yin,Coolies,Florida,Duval County Public Schools,2022-01-01,USA,Banned Pending Investigation
2521,"Yolen, Jane",Encounter,Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
2522,"Young, Cathy",One Hot Second: Stories About Desire,Texas,Fredericksburg Independent School District,2022-03-01,USA,Banned Pending Investigation
2523,"Yousafzai, Malala",Malala: My Story of Standing Up for Girls' Rights,Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
2524,"Yousafzai, Malala",Malala's Magic Pencil,Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
2525,"Zabarsky, Jessi",Witchlight,Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
2526,"Zeldis McDonough, Yona",Who Was Sojourner Truth? (Who was...? Series),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
2527,"Zia, Farhana",The Garden of My Imaan,Florida,Duval County Public Schools,2022-01-01,USA,Banned Pending Investigation
2528,"Ziemke, Kristin",Read the World: Rethinking Literacy for Empathy and Action in a Digital Age,Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
2529,"Zoboi, Ibi",American Street,Pennsylvania,Pennridge School District,2021-08-01,USA,Banned in Classrooms
2530,"Zoboi, Ibi",Black Enough: Stories of Being Young & Black in America,Florida,Indian River County School District,2021-11-01,USA,Banned in Libraries
2531,"Zunon, Elizabeth","Grandpa Cacao: A Tale of Chocolate, from Farm to Family",Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
2532,"Abbott, Karen","Liar, Temptress, Soldier, Spy: Four Women Undercover in the Civil War",Texas,Frisco Independent School District,2022-10-01,USA,Banned Pending Investigation
2533,"Àbíké-Íyímídé, Faridah",Ace of Spades,Florida,Bay District Schools,2023-02-01,USA,Banned from Libraries and Classrooms
2534,"Àbíké-Íyímídé, Faridah",Ace of Spades,Florida,Clay County School District,2022-09-01,USA,Banned Pending Investigation
2535,"Àbíké-Íyímídé, Faridah",Ace of Spades,Florida,Escambia County Public Schools,2022-09-01,USA,Banned Pending Investigation
2536,"Àbíké-Íyímídé, Faridah",Ace of Spades,Florida,Flagler Schools,2022-10-01,USA,Banned from Libraries and Classrooms
2537,"Acevedo, Elizabeth",Clap When You Land,Utah,Nebo School District,2022-09-01,USA,Banned from Libraries
2538,"Acevedo, Elizabeth",The Poet X,Florida,Clay County School District,2022-09-01,USA,Banned Pending Investigation
2539,"Acevedo, Elizabeth",The Poet X,Florida,Escambia County Public Schools,2022-09-01,USA,Banned Pending Investigation
2540,"Acevedo, Elizabeth",The Poet X,Florida,School District of Hamilton County,2023-03-01,USA,Banned from Libraries and Classrooms
2541,"Acevedo, Elizabeth",The Poet X,South Carolina,Beaufort County School District,2022-10-01,USA,Banned from Libraries
2542,"Acevedo, Elizabeth",The Poet X,Texas,Keller Independent School District,2023-01-01,USA,Banned from Classrooms
2543,"Acevedo, Elizabeth",The Poet X,Texas,Lake Travis Independent School District,2023-03-01,USA,Banned from Libraries
2544,"Acevedo, Elizabeth",The Poet X,Utah,Davis School District,2023-01-01,USA,Banned from Libraries
2545,"Acevedo, Elizabeth",The Poet X,Utah,Granite School District,2022-11-01,USA,Banned Pending Investigation
2546,"Acho, Emmanuel",Uncomfortable Conversations with a Black Boy,Florida,Clay County School District,2022-09-01,USA,Banned from Libraries
2547,"Acho, Emmanuel",Uncomfortable Conversations with a Black Boy,Florida,Escambia County Public Schools,2022-09-01,USA,Banned Pending Investigation
2548,"Aciman, André",Call Me By Your Name,Florida,St. John's County School District,2023-01-01,USA,Banned from Libraries and Classrooms
2549,"Adichie, Chimamanda Ngozi",Americanah,Florida,Clay County School District,2022-09-01,USA,Banned from Libraries and Classrooms
2550,"Adichie, Chimamanda Ngozi",Half of a Yellow Sun,Florida,Clay County School District,2022-09-01,USA,Banned from Libraries and Classrooms
2551,"Adichie, Chimamanda Ngozi",Half of a Yellow Sun,South Carolina,Beaufort County School District,2022-10-01,USA,Banned Pending Investigation
2552,"Adichie, Chimamanda Ngozi",Half of a Yellow Sun,Utah,Granite School District,2022-10-01,USA,Banned from Libraries and Classrooms
2553,"Adler, Dahlia",Cool for the Summer,South Carolina,Beaufort County School District,2022-10-01,USA,Banned Pending Investigation
2554,"Aguirre, Ann",Public Enemies,Texas,Frisco Independent School District,2023-03-01,USA,Banned from Libraries
2555,"Ahdieh, Renée",The Beautiful,Texas,Frisco Independent School District,2023-03-01,USA,Banned from Libraries
2556,"Ahdieh, Renée",The Damned,Texas,Frisco Independent School District,2023-03-01,USA,Banned from Libraries
2557,"Ahmadi, Arvin",How It All Blew Up,Missouri,Willard Public Schools,2022-09-01,USA,Banned from Libraries
2558,"Albertalli, Becky",Leah on the Offbeat,Florida,Clay County School District,2022-09-01,USA,Banned from Libraries and Classrooms
2559,"Albertalli, Becky",Leah on the Offbeat,Florida,Escambia County Public Schools,2022-09-01,USA,Banned Pending Investigation
2560,"Albertalli, Becky",Leah on the Offbeat,South Carolina,Beaufort County School District,2022-10-01,USA,Banned Pending Investigation
2561,"Albertalli, Becky",Simon vs. the Homo Sapiens Agenda,Florida,Escambia County Public Schools,2022-09-01,USA,Banned Pending Investigation
2562,"Albertalli, Becky",Simon vs. the Homo Sapiens Agenda,Michigan,Davison Community Schools,2022-08-01,USA,Banned from Libraries and Classrooms
2563,"Albertalli, Becky",Simon vs. the Homo Sapiens Agenda,Texas,Texarkana Independent School District,2022-10-01,USA,Banned Pending Investigation
2564,"Albertalli, Becky",Simon vs. the Homo Sapiens Agenda,Utah,Canyons School District,2022-09-01,USA,Banned from Libraries
2565,"Albertalli, Becky",The Upside of Unrequited,Florida,Clay County School District,2022-09-01,USA,Banned from Libraries
2566,"Albertalli, Becky",The Upside of Unrequited,Florida,Escambia County Public Schools,2022-09-01,USA,Banned Pending Investigation
2567,"Albertalli, Becky",The Upside of Unrequited,Florida,Volusia County Schools,2023-06-01,USA,Banned from Libraries and Classrooms
2568,"Albertalli, Becky",The Upside of Unrequited,North Dakota,Williston Basin School District #7,2022-09-01,USA,Banned Pending Investigation
2569,"Albertalli, Becky",The Upside of Unrequited,South Carolina,Beaufort County School District,2022-10-01,USA,Banned Pending Investigation
2570,"Albertalli, Becky",The Upside of Unrequited,Texas,Texarkana Independent School District,2022-10-01,USA,Banned Pending Investigation
2571,"Alexander, Pat",The Lion Children's Bible: Stories from the Old and New Testaments,Florida,Brevard Public Schools,2023-06-01,USA,Banned from Libraries and Classrooms
2572,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,Colorado,Greeley-Evans Weld County School District 6,2023-02-01,USA,Banned from Libraries
2573,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,Florida,Clay County School District,2022-09-01,USA,Banned Pending Investigation
2574,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,Florida,Collier County Public Schools,2023-03-01,USA,Banned from Libraries
2575,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,Florida,Escambia County Public Schools,2022-09-01,USA,Banned Pending Investigation
2576,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,Florida,Flagler Schools,2022-10-01,USA,Banned Pending Investigation
2577,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,Florida,Highlands Schools,2022-09-01,USA,Banned Pending Investigation
2578,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,Florida,Lake County Schools,2022-09-01,USA,Banned from Libraries
2579,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,Florida,Marion County Public Schools,2022-09-01,USA,Banned Pending Investigation
2580,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,Florida,Martin County Schools,2023-02-01,USA,Banned from Libraries and Classrooms
2581,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,Florida,Okaloosa County Schools District,2023-01-01,USA,Banned Pending Investigation
2582,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,Michigan,Chippewa Valley Schools,2023-01-01,USA,Banned from Libraries and Classrooms
2583,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,North Carolina,Pender County Schools,2023-02-01,USA,Banned from Libraries
2584,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,Pennsylvania,Penncrest School District,2023-02-01,USA,Banned Pending Investigation
2585,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,Pennsylvania,Pleasant Valley School District,2022-07-01,USA,Banned Pending Investigation
2586,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,Texas,Frisco Independent School District,2022-09-01,USA,Banned from Libraries and Classrooms
2587,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,Utah,Davis School District,2022-12-01,USA,Banned from Libraries and Classrooms
2588,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,Virginia,Madison County Public Schools,2023-01-01,USA,Banned from Libraries and Classrooms
2589,"Alko, Selina",I is for Immigrants,Florida,Clay County School District,2022-09-01,USA,Banned Pending Investigation
2590,"Allen, John",Hitler's Final Solution,Missouri,Wentzville School District,2022-09-01,USA,Banned Pending Investigation
2591,"Allende, Isabel",The House of the Spirits,Florida,Escambia County Public Schools,2022-09-01,USA,Banned Pending Investigation
2592,"Allende, Isabel",The House of the Spirits,Florida,Lake County Schools,2022-09-01,USA,Banned from Classrooms
2593,"Aller, Susan Bivin",Anne Hutchinson,Florida,Brevard Public Schools,2023-06-01,USA,Banned from Libraries and Classrooms
2594,"Allison, Anthony",Hear These Voices: Youth at the Edge of the Millennium,Florida,Escambia County Public Schools,2022-09-01,USA,Banned Pending Investigation
2595,"Allison, John",Giant Days,Missouri,Wentzville School District,2022-09-01,USA,Banned Pending Investigation
2596,"Allison, John",Giant Days: Not On the Test Edition Vol. 1 - Fall Semester,Missouri,Wentzville School District,2022-09-01,USA,Banned Pending Investigation
2597,"Allison, John",Giant Days: Not On the Test Edition Vol. 2 - Winter Semester,Missouri,Wentzville School District,2022-09-01,USA,Banned Pending Investigation
2598,"Alvarez, Julia",Before We Were Free,Texas,Frisco Independent School District,2022-10-01,USA,Banned from Libraries
2599,"Amery, Heather",The Usborne Book of Bible Stories,Florida,Brevard Public Schools,2023-06-01,USA,Banned from Libraries and Classrooms
2600,Amir,Zahra's Paradise,Florida,Escambia County Public Schools,2023-05-01,USA,Banned Pending Investigation
2601,Amir,Zahra's Paradise,Florida,Santa Rosa County District Schools,2023-05-01,USA,Banned from Libraries and Classrooms
2602,Amir,Zahra's Paradise,Missouri,North Kansas City Schools,2022-09-01,USA,Banned from Libraries
2603,Amir,Zahra's Paradise,Missouri,Rockwood School District,2022-08-01,USA,Banned from Libraries and Classrooms
2604,Amir,Zahra's Paradise,Missouri,Webster Groves School District,2022-09-01,USA,Banned from Libraries
2605,"Ancona, George",Cuban Kids,Florida,Miami-Dade Public Schools,2023-03-01,USA,Banned from Libraries
2606,"Anderson, Carol","One Person, No Vote (YA edition): How Not All Voters Are Treated Equally",Florida,Clay County School District,2022-09-01,USA,Banned Pending Investigation
2607,"Anderson, Carol",We Are Not Your Equal: Understanding Our Racial Divide,Florida,Clay County School District,2022-09-01,USA,Banned Pending Investigation
2608,"Anderson, Carol",We Are Not Your Equal: Understanding Our Racial Divide,Florida,Volusia County Schools,2023-06-01,USA,Banned from Libraries and Classrooms
2609,"Anderson, Jodi Lynn",The Secrets of Peaches,Texas,Frisco Independent School District,2023-03-01,USA,Banned from Libraries
2610,"Anderson, Laurie Halse",Shout,Florida,Clay County School District,2022-09-01,USA,Banned Pending Investigation
2611,"Anderson, Laurie Halse",Speak,Florida,Clay County School District,2022-09-01,USA,Banned Pending Investigation
2612,"Anderson, Laurie Halse",Speak,Florida,Escambia County Public Schools,2022-09-01,USA,Banned Pending Investigation
2613,"Anderson, Laurie Halse",Speak,Florida,Martin County Schools,2023-02-01,USA,Banned from Libraries and Classrooms
2614,"Anderson, Laurie Halse",Speak,Florida,School District of Hamilton County,2023-03-01,USA,Banned from Libraries and Classrooms
2615,"Anderson, Laurie Halse",Speak,Idaho,Kuna School District,2023-02-01,USA,Banned Pending Investigation
2616,"Anderson, Laurie Halse",Speak,North Carolina,Pender County Schools,2023-02-01,USA,Banned Pending Investigation
2617,"Anderson, Laurie Halse",Speak,Pennsylvania,Penncrest School District,2023-02-01,USA,Banned Pending Investigation
2618,"Anderson, Laurie Halse",Speak,South Carolina,Beaufort County School District,2022-10-01,USA,Banned Pending Investigation
2619,"Anderson, Laurie Halse",Speak,Wyoming,Park County School District #1,2023-02-01,USA,Banned Pending Investigation
2620,"Anderson, Laurie Halse",Speak: Chinese Edition,Florida,Martin County Schools,2023-02-01,USA,Banned from Libraries and Classrooms
2621,"Anderson, Laurie Halse",Speak: The Graphic Novel,Florida,Clay County School District,2022-09-01,USA,Banned Pending Investigation
2622,"Anderson, Laurie Halse",Speak: The Graphic Novel,Florida,Martin County Schools,2023-02-01,USA,Banned from Libraries and Classrooms
2623,"Anderson, Laurie Halse",Speak: The Graphic Novel,Missouri,Wentzville School District,2022-09-01,USA,Banned Pending Investigation
2624,"Anderson, Laurie Halse",Speak: The Graphic Novel,North Carolina,Pender County Schools,2023-02-01,USA,Banned Pending Investigation
2625,"Anderson, Laurie Halse",Twisted,Florida,Clay County School District,2022-09-01,USA,Banned Pending Investigation
2626,"Anderson, Laurie Halse",Twisted,Florida,Santa Rosa County District Schools,2023-05-01,USA,Banned from Libraries and Classrooms
2627,"Anderson, Laurie Halse",Twisted,Idaho,Kuna School District,2023-02-01,USA,Banned Pending Investigation
2628,"Anderson, Laurie Halse",Twisted,North Dakota,Williston Basin School District #7,2022-09-01,USA,Banned Pending Investigation
2629,"Anderson, Laurie Halse",Twisted,Pennsylvania,Penncrest School District,2023-02-01,USA,Banned Pending Investigation
2630,"Anderson, Laurie Halse",Twisted,Utah,Alpine School District,2022-11-01,USA,Banned from Libraries
2631,"Anderson, Laurie Halse",Twisted,Utah,Wasatch School District,2022-09-01,USA,Banned from Libraries and Classrooms
2632,"Anderson, Laurie Halse",Wintergirls,Florida,Clay County School District,2022-09-01,USA,Banned Pending Investigation
